product,name,description,flowerydescription,availability,sku,price
pearl-earrings-lavalier-opal-hero-earrings-rose-gold,Lavalier Opal Hero Earrings - Rose Gold,"Paspaley Lavalier earrings featuring two round pearls and combining beautiful rose gold, opals and white diamonds, complete with a rare Papsaley keshi pearl.","These nautically inspired Lavalier earrings feature distinctive Paspaley Round pearls encased in a rose gold mesh net.

    	
		Paspaley Lavalier earrings featuring two round pearls and combining beautiful rose gold, opals and white diamonds, complete with a rare Papsaley keshi pearl.",In stock,SKU    DH15E30RPR,"AUD 14,760.00"
pearl-earrings-maxima-black-studs-white-gold,Maxima Black Studs - White Gold,"Paspaley studs featuring black mother-of-pearl set in 18kt white gold, with 68 white diamonds (0.15ct).","The Maxima studs feature iridescent black mother-of-pearl, with flashes of pink and green offset by a delicate diamond trim.

    	
		Paspaley studs featuring black mother-of-pearl set in 18kt white gold, with 68 white diamonds (0.15ct).",Out of stock,SKU    W17E01W,"AUD 2,680.00"
pearl-earrings-maxima-irukandji-earrings-white-gold,Maxima Irukandji Earrings - White Gold,Paspaley earrings featuring mother-of-pearl set in 18kt white gold with 16 white diamonds (0.07ct).,"Perfect for every day, these Maxima Irikangi earrings boast a contemporary design, with rainbow iridescence from every angle.

    	
		Paspaley earrings featuring mother-of-pearl set in 18kt white gold with 16 white diamonds (0.07ct).",In stock,SKU    W15E04W,"AUD 2,280.00"
pearl-earrings-maxima-pearl-earrings-white-gold,Maxima Pearl Earrings - White Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold, with mother-of-pearl and 66 white diamonds (0.40ct).","Inspired by the movement of the ocean, these earrings combine iridescent mother-of-pearl and Paspaley pearls. With the ability to remove the chain and pearls, these earrings are incredibly versatile, perfect for day or night.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold, with mother-of-pearl and 66 white diamonds (0.40ct).",In stock,SKU    W15E05WPR12,"AUD 9,980.00"
pearl-earrings-maxima-pearls-my-way-earrings-yellow-gold,Maxima Pearls My Way Earrings - Yellow Gold,"Paspaley earrings featuring two 13mm round pearls set in 18kt yellow gold, with mother-of-pearl and 88 white diamonds (0.35ct).","The Maxima clips feature rainbow-flecked mother-of-pearl, complemented by a delicate trim of diamonds. Just add your favourite Paspaley pearls or mother-of-pearl pendants.

    	
		Paspaley earrings featuring two 13mm round pearls set in 18kt yellow gold, with mother-of-pearl and 88 white diamonds (0.35ct).",In stock,SKU    DW17E03YPR13,"AUD 10,660.00"
pearl-earrings-maxima-pearls-my-way-rose-gold,Maxima Pearls My Way – Rose Gold,"Paspaley earrings featuring two, 13mm round pearls, with two Australian opals and 14 white diamonds (0.10ct), set in 18kt rose gold.","The Maxima clips feature rainbow-flecked opals, complemented by rose gold and sparkling diamonds. Just add your favourite Paspaley pearls to create your unique look.

    	
		Paspaley earrings featuring two, 13mm round pearls, with two Australian opals and 14 white diamonds (0.10ct), set in 18kt rose gold.",In stock,SKU    DW18E05RPR13,"AUD 12,660.00"
pearl-earrings-maxima-stud-earrings-yellow-gold,Maxima Stud Earrings - Yellow Gold,Paspaley earrings featuring mother-of-pearl set in 18kt yellow gold.,"These versatile Maxima mother-of-pearl stud earrings are the perfect complement to your Paspaley pearl jewellery.

    	
		Paspaley earrings featuring mother-of-pearl set in 18kt yellow gold.",In stock,SKU    W15E01Y,AUD 980.00
pearl-earrings-maxima-studs-rose-gold,Maxima Studs – Rose Gold,"Paspaley earrings with two Australian opals (1.30ct) and 14 white diamonds (0.07ct), set in 18kt rose gold.","The Maxima studs feature iridescent opals, set in rose gold with sparkling diamonds; tones are reminiscent of a Kimberley sunset.

    	
		Paspaley earrings with two Australian opals (1.30ct) and 14 white diamonds (0.07ct), set in 18kt rose gold.",In stock,SKU    W18E06R,"AUD 3,980.00"
pearl-earrings-monsoon-budding-flower-earrings-white-gold,Monsoon Budding Flower Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt white gold, with 64 white diamonds (0.44ct) and 396 tsavorites (4.92ct).","Celebrating the vibrancy of The Kimberley’s tropical environment, these earrings feature rich green tsavorites and luminous Paspaley pearls. Each piece is intricately crafted with three-dimensional flower buds, to encase a rare pearl.

    	
		Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt white gold, with 64 white diamonds (0.44ct) and 396 tsavorites (4.92ct).",Out of stock,SKU    Y18E06WPD10,"AUD 26,800.00"
pearl-earrings-monsoon-budding-flower-earrings-yellow-gold,Monsoon Budding Flower Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 393 yellow diamonds and 64 white diamonds (5.36ct).","Taking inspiration from the native wildflowers of northern Australia's wetlands, these earrings capture the gradual progression of bloom. Each handcrafted petal is designed to move and reveals a beautiful pearl hidden inside.

    	
		Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 393 yellow diamonds and 64 white diamonds (5.36ct).",Out of stock,SKU    Y18E07YPD10,"AUD 48,800.00"
pearl-earrings-monsoon-chandelier-earrings-white-gold,Monsoon Chandelier Earrings - White Gold,"Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct)","Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with diamonds and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct)",Out of stock,SKU    Y18E02WPR10,"AUD 32,800.00"
pearl-earrings-monsoon-chandelier-earrings-yellow-gold,Monsoon Chandelier Earrings - Yellow Gold,"Paspaley Monsoon Earrings in 750 Yellow Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct).","Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with diamonds and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 Yellow Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct).",Out of stock,SKU    Y18E02YPR10,"AUD 32,800.00"
pearl-earrings-monsoon-cicada-earrings-white-gold,Monsoon Cicada Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt white gold, with 4 emeralds and 574 white diamonds (3.25ct).","Showcasing exceptional craftsmanship, the delicately crafted wings of these earrings can be worn closed or open to reveal a Paspaley pearl hidden beneath.

    	
		Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt white gold, with 4 emeralds and 574 white diamonds (3.25ct).",Out of stock,SKU    Y18E30WPD13,"AUD 32,800.00"
pearl-earrings-monsoon-cicada-earrings-yellow-gold,Monsoon Cicada Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 4 emeralds and 574 white diamonds (3.25ct).","Showcasing exceptional craftsmanship, the delicately crafted wings of these earrings can be worn closed or open, to reveal a Paspaley pearl hidden beneath.

    	
		Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 4 emeralds and 574 white diamonds (3.25ct).",Out of stock,SKU    Y18E30YPD13,"AUD 32,800.00"
pearl-earrings-monsoon-double-petal-earrings-white-gold,Monsoon Double Petal Earrings - White Gold,"Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 247 white diamonds (1.71ct).","These earrings capture the rebirth of nature after monsoonal rains. Delicate petals sparkle with diamonds, while each one has been handcrafted to drip with keshi pearls.

    	
		Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 247 white diamonds (1.71ct).",In stock,SKU    DY18E03WKQ09,"AUD 22,780.00"
pearl-earrings-monsoon-double-petal-earrings-yellow-gold,Monsoon Double Petal Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 247 white diamonds (1.71ct).","These earrings capture the rebirth of nature after monsoonal rains. Delicate petals sparkle with diamonds, while each one has been handcrafted to drip with keshi pearls.

    	
		Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 247 white diamonds (1.71ct).",Out of stock,SKU    DY18E03YKQ09,"AUD 22,780.00"
pearl-earrings-monsoon-earring-enhancer-l-r-white-gold,Monsoon Earring Enhancer L+R - White Gold,none,none,Out of stock,SKU    DY18AE01WLR,"AUD 3,360.00"
pearl-earrings-monsoon-earring-enhancer-l-r-yellow-gold,Monsoon Earring Enhancer L+R - Yellow Gold,none,none,In stock,SKU    DY18AE01YLR,"AUD 3,360.00"
pearl-earrings-monsoon-earring-enhancer-left-white-gold,Monsoon Earring Enhancer Left - White Gold,none,none,Out of stock,SKU    Y18AE01WL,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-left-yellow-gold,Monsoon Earring Enhancer Left - Yellow Gold,none,none,Out of stock,SKU    Y18AE01YL,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-right-white-gold,Monsoon Earring Enhancer Right - White Gold,none,none,Out of stock,SKU    Y18AE01WR,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-right-yellow-gold,Monsoon Earring Enhancer Right - Yellow Gold,none,none,In stock,SKU    Y18AE01YR,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-white-gold,Monsoon Earring Enhancer - White Gold,Paspaley Monsoon Earring Accessory in 750 White Gold with 33 White Diamonds (0.33ct).,"Enhance your Paspaley pearl stud earrings with these special diamond-encrusted wildflower petals. Personalise the look by wearing as a pair or individually. Pearl stud sold separately.

    	
		Paspaley Monsoon Earring Accessory in 750 White Gold with 33 White Diamonds (0.33ct).",Out of stock,SKU    DY18AE01W,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-yellow-gold,Monsoon Earring Enhancer - Yellow Gold,Paspaley Monsoon Earring Accessory in 750 Yellow Gold with 33 White Diamonds (0.33ct).,"Enhance your Paspaley pearl stud earrings with these special diamond-encrusted wildflower petals. Personalise the look by wearing as a pair or individually. Pearl stud sold separately.

    	
		Paspaley Monsoon Earring Accessory in 750 Yellow Gold with 33 White Diamonds (0.33ct).",In stock,SKU    DY18AE01Y,"AUD 1,680.00"
pearl-earrings-monsoon-single-petal-earrings-white-gold,Monsoon Single Petal Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 151 white diamonds (0.96ct).","Reflecting the rebirth of nature after monsoonal rains, these delicate petals sparkle with diamonds. Each one is specially handcrafted to house a keshi pearl inside.

    	
		Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 151 white diamonds (0.96ct).",In stock,SKU    DY18E04WKQ09,"AUD 14,960.00"
pearl-earrings-monsoon-single-petal-earrings-yellow-gold,Monsoon Single Petal Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 151 white diamonds (0.96ct).","Reflecting the rebirth of nature after monsoonal rains, these delicate petals sparkle with diamonds. Each one is specially handcrafted to house a keshi pearl inside.

    	
		Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 151 white diamonds (0.96ct).",Out of stock,SKU    DY18E04YKQ09,"AUD 14,960.00"
pearl-earrings-monsoon-tsavorite-chandelier-earrings,Monsoon Tsavorite Chandelier Earrings,"Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls, 106 White Diamonds (0.92ct) and 200 Tsavorites (2.36ct)","Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with lucious jungle green gemstones and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls, 106 White Diamonds (0.92ct) and 200 Tsavorites (2.36ct)",Out of stock,SKU    Y18E05WPR10,"AUD 29,800.00"
pearl-earrings-pearls-my-way-10mm-circle-earrings-yellow-gold,Pearls My Way 10mm Circle Earrings - Yellow Gold,"Paspaley earrings featuring two 10mm circle pearls set in 18kt yellow gold, with six white diamonds (0.02ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 10mm circle pearls set in 18kt yellow gold, with six white diamonds (0.02ct).",In stock,SKU    DC16E02YPC10,"AUD 2,460.00"
pearl-earrings-pearls-my-way-10mm-oval-earrings-white-gold,Pearls My Way 10mm Oval Earrings - White Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct)",In stock,SKU    DC16E02WPO10,"AUD 4,160.00"
pearl-earrings-pearls-my-way-diamond-earrings-10mm-oval-yellow-gold,Pearls My Way Diamond Earrings 10mm Oval - Yellow Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct)",In stock,SKU    DC16E05YPO10,"AUD 5,760.00"
pearl-earrings-pearls-my-way-diamond-earrings-12mm-oval-white-gold,Pearls My Way Diamond Earrings 12mm Oval  - White Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct).",In stock,SKU    DC16E05WPO12,"AUD 6,260.00"
pearl-earrings-pearls-my-way-pave-earrings-13mm-round-white-gold,Pearls My Way Pave Earrings 13mm Round - White Gold,"Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold with 72 white diamonds (0.65ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold with 72 white diamonds (0.65ct)",In stock,SKU    DC16E06WPR13,"AUD 11,960.00"
pearl-earrings-rockpool-clam-shell-earrings-white-gold,Rockpool Clam Shell Earrings - White Gold,"Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt white gold, with 278 white diamonds (1.76ct) and mother-of-pearl.","These beautiful earrings feature hidden keshi pearls that only the wearer knows exist. Each piece of hand-carved mother-of-pearl is covered with diamonds, mimicking grains of sand that naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt white gold, with 278 white diamonds (1.76ct) and mother-of-pearl.",In stock,SKU    DC16E06WX17AE11,"AUD 14,560.00"
pearl-earrings-rockpool-clam-shell-earrings-yellow-gold,Rockpool Clam Shell Earrings - Yellow Gold,"Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt yellow gold, with 278 white diamonds (1.76ct) and mother-of-pearl.","These beautiful earrings feature hidden keshi pearls that only the wearer knows exist. Each piece of hand-carved mother-of-pearl is covered with diamonds, mimicking grains of sand that naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt yellow gold, with 278 white diamonds (1.76ct) and mother-of-pearl.",In stock,SKU    DC16E06YX17AE11,"AUD 14,560.00"
pearl-earrings-rockpool-cluster-earrings-platinum,Rockpool Cluster Earrings - Platinum,"Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with and two white diamonds (0.37ct).","These earrings feature exceptionally rare keshi pearls – of which only a small quantity is discovered each year. As an added touch, these triple keshi pearl studs also boast a rare trillion cut diamond at the centre.

    	
		Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with and two white diamonds (0.37ct).",In stock,SKU    X17E13PKQ06,"AUD 8,880.00"
pearl-earrings-rockpool-paraiba-earrings-platinum,Rockpool Paraiba Earrings - Platinum,"Paspaley earrings featuring 14, 7-9mm keshi baroque pearls set in platinum, with 2 Paraiba tourmalines (7.86ct) and 197 white diamonds (1.89ct).","At the centre of these earrings is one of the rarest gemstones on the planet, surounded by beautiful pearl each set with the ability to quiver and rest softly on the body.

    	
		Paspaley earrings featuring 14, 7-9mm keshi baroque pearls set in platinum, with 2 Paraiba tourmalines (7.86ct) and 197 white diamonds (1.89ct).",Out of stock,SKU    X17E12PKQ09,"AUD 68,800.00"
pearl-earrings-rockpool-pave-shell-earrings-white-gold,Rockpool Pave Shell Earrings - White Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct).","These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct).",Out of stock,SKU    X17E10WPR12,"AUD 29,800.00"
pearl-earrings-rockpool-pave-shell-earrings-yellow-gold,Rockpool Pave Shell Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct).","These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct).",Out of stock,SKU    X17E10YPR12,"AUD 29,800.00"
pearl-earrings-round-pearl-studs-9mm,Round Pearl Studs - 9mm,"Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold.","The perfect pair. Wear your Paspaley Round pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold.",In stock,SKU    C00E40YPR09,"AUD 2,380.00"
pearl-earrings-shepherd-hook-earrings-circle-white-gold,Shepherd Hook Earrings Circle - White Gold,Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold.,"Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold.",In stock,SKU    C18E42WPC11,"AUD 1,580.00"
pearl-earrings-shepherd-hook-earrings-circle-yellow-gold,Shepherd Hook Earrings Circle - Yellow Gold,Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold.,"Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold.",In stock,SKU    C18E42YPC11,"AUD 1,580.00"
pearl-earrings-shepherd-hook-earrings-oval-white-gold,Shepherd Hook Earrings Oval - White Gold,Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold.,"This contemporary style features two oval pearls set in white gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold.",In stock,SKU    C18E42WPO11,"AUD 2,980.00"
pearl-earrings-shepherd-hook-earrings-oval-yellow-gold,Shepherd Hook Earrings Oval - Yellow Gold,Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold.,"This contemporary style features two oval pearls set in yellow gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold.",In stock,SKU    C18E42YPO11,"AUD 2,980.00"
pearl-earrings-touchstone-black-diamond-earrings-white-gold,Touchstone Black Diamond Earrings - White Gold,"Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct).","The perfect gift for yourself or someone special, the Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted black diamonds.

    	
		Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct).",In stock,SKU    V16E02WPO11,"AUD 6,280.00"
pearl-earrings-touchstone-ruby-earrings-yellow-gold,Touchstone Ruby Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct).","These drop earrings combine perfectly-matched Paspaley pearls with rich red rubies and white diamonds.

    	
		Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct).",Out of stock,SKU    V14E02YPT12,"AUD 4,980.00"
pearl-necklaces-baroque-pearl-swap-white-gold,Baroque Pearl Swap - White Gold,"Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately.","This Paspaley pearl swap captures the organic appeal of a baroque pearl. Contrast with an interchangeable nitrile chord or cascade to instantly transform your look.

    	
		Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately.",In stock,SKU    C00L01WPQ13,"AUD 2,280.00"
pearl-necklaces-bella-pendant-white-gold,Bella Pendant - White Gold,Paspaley pendant featuring a 13mm semi round pearl set in 18kt white gold. Chain sold separately.,"A bold white gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 13mm semi round pearl set in 18kt white gold. Chain sold separately.",In stock,SKU    C00P04WPS13,"AUD 3,280.00"
pearl-necklaces-bella-pendant-yellow-gold,Bella Pendant - Yellow Gold,Paspaley pendant featuring a 13mm round pearl set in 18kt yellow gold. Chain sold separately.,"A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 13mm round pearl set in 18kt yellow gold. Chain sold separately.",Out of stock,SKU    C00P04YPR13,"AUD 3,750.00"
pearl-necklaces-circle-bella-petite-pendant-white-gold,Circlé Bella Petite Pendant - White Gold,Paspaley pendant featuring a 11mm circlé pearl set in 18kt white gold. Chain sold separately.,"A bold white gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm circlé pearl set in 18kt white gold. Chain sold separately.",In stock,SKU    C00P05WPC11,AUD 880.00
pearl-necklaces-circle-bella-petite-pendant-yellow-gold,Circlé Bella Petite Pendant - Yellow Gold,Paspaley pendant featuring a 11mm circlé pearl set in 18kt yellow gold. Chain sold separately.,"A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm circlé pearl set in 18kt yellow gold. Chain sold separately.",In stock,SKU    C00P05YPC11,AUD 880.00
pearl-necklaces-diamond-touchstone-pendant-13mm-oval-yellow-gold,Diamond Touchstone Pendant 13mm Oval  - Yellow Gold,"Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately.","Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately.",In stock,SKU    DC18P04YPO13,"AUD 5,160.00"
pearl-necklaces-grace-pendant-rose-gold,Grace Pendant - Rose Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28RPR12,"AUD 4,780.00"
pearl-necklaces-grace-pendant-white-gold,Grace Pendant - White Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28WPR12,"AUD 4,780.00"
pearl-necklaces-grace-pendant-yellow-gold,Grace Pendant - Yellow Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl complemented by a single sparkling diamond creates a distinctive touch of glamour for a simply elegant look.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28YPR12,"AUD 4,780.00"
pearl-necklaces-large-grace-pendant-white-gold,Large Grace Pendant - White Gold,"Paspaley pendant featuring a 14mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 14mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28WPR14,"AUD 5,780.00"
pearl-necklaces-large-grace-pendant-yellow-gold,Large Grace Pendant - Yellow Gold,"Paspaley pendant featuring a 14mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 14mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28YPR14,"AUD 5,780.00"
pearl-necklaces-lavalier-circle-rose-gold,Lavalier Circlé - Rose Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt rose gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt rose gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,SKU    DH16N01RC,"AUD 5,160.00"
pearl-necklaces-lavalier-circle-white-gold,Lavalier Circlé - White Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt white gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt white gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,SKU    DH13N01W83C,"AUD 5,160.00"
pearl-necklaces-lavalier-circle-yellow-gold,Lavalier Circlé - Yellow Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt yellow gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt yellow gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,SKU    DH13N01Y83C,"AUD 5,160.00"
