product,name,description,flowerydescription,availability,sku,price
pearl-bracelets-kimberley-onyx-bracelet-round-pearl,Kimberley Onyx Bracelet - Round Pearl,"Paspaley bracelet featuring two, 12mm round pearls, with onyx and sandalwood beads.","Jewellery with purpose.
The Kimberley bracelet is crafted in earthy sandalwood from the Kimberley and features two hand-selected Paspaley pearl. 20% of the proceeds from each bracelet is donated to the Garvan Institute of Medical Research. To nominate which type of research your donation goes to, please contact our Personal Shopper.

    	
		Paspaley bracelet featuring two, 12mm round pearls, with onyx and sandalwood beads.",In stock,SKU    CSRB02XPR12,"AUD 5,980.00"
pearl-bracelets-maxima-black-chain-bracelet,Maxima Black Chain Bracelet,"Paspaley bracelet featuring black mother-of-pearl set in 18kt white gold, with two white diamonds (0.04ct).","The perfect layering piece, this bracelet features iridescent black mother-of-pearl and a delicate chain detail that pairs beautifully with your favourite bracelet.

    	
		Paspaley bracelet featuring black mother-of-pearl set in 18kt white gold, with two white diamonds (0.04ct).",In stock,SKU    W15B05W,"AUD 2,980.00"
pearl-bracelets-maxima-bracelet-white-gold,Maxima Bracelet - White Gold,Paspaley bracelet featuring mother-of-pearl set in 18kt white gold with 18 white diamonds (0.30ct).,"This contemporary design features iridescent Paspaley mother-of-pearl set in white gold, reflecting the movement of the ocean.

    	
		Paspaley bracelet featuring mother-of-pearl set in 18kt white gold with 18 white diamonds (0.30ct).",Out of stock,SKU    W15B02W,"AUD 5,980.00"
pearl-bracelets-maxima-bracelet-yellow-gold,Maxima Bracelet - Yellow Gold,Paspaley bracelet featuring mother-of-pearl set in 18kt yellow gold with 18 white diamonds (0.30ct).,"This contemporary design features iridescent Paspaley mother-of-pearl and white diamonds, reflecting the movement of the ocean.

    	
		Paspaley bracelet featuring mother-of-pearl set in 18kt yellow gold with 18 white diamonds (0.30ct).",In stock,SKU    W15B02Y,"AUD 5,980.00"
pearl-bracelets-maxima-chain-bracelet-white-gold,Maxima Chain Bracelet - White Gold,"Paspaley bracelet featuring mother-of-pearl set in 18kt white gold, with two white diamonds (0.04ct).","The perfect layering piece, this bracelet features iridescent mother-of-pearl and a delicate chain detail that pairs beautifully with your favourite Paspaley pearl strand bracelet.

    	
		Paspaley bracelet featuring mother-of-pearl set in 18kt white gold, with two white diamonds (0.04ct).",In stock,SKU    W15B01W,"AUD 3,280.00"
pearl-bracelets-maxima-chain-bracelet-yellow-gold,Maxima Chain Bracelet - Yellow Gold,"Paspaley bracelet featuring mother-of-pearl set in 18kt yellow gold, with two white diamonds (0.04ct).","The perfect layering piece, this bracelet features iridescent mother-of-pearl and a delicate chain detail that pairs beautifully with your favourite Australian South Sea pearl strand bracelet.

    	
		Paspaley bracelet featuring mother-of-pearl set in 18kt yellow gold, with two white diamonds (0.04ct).",In stock,SKU    W15B01Y,"AUD 3,280.00"
pearl-bracelets-maxima-diamond-bracelet-white-gold,Maxima Diamond Bracelet - White Gold,Paspaley bracelet featuring mother-of-pearl set in 18kt white gold with 314 white diamonds (2.10ct).,"This contemporary design features iridescent Paspaley mother-of-pearl and white diamonds, reflecting the movement of the ocean.

    	
		Paspaley bracelet featuring mother-of-pearl set in 18kt white gold with 314 white diamonds (2.10ct).",In stock,SKU    W15B04W,"AUD 15,800.00"
pearl-bracelets-maxima-diamond-bracelet-yellow-gold,Maxima Diamond Bracelet - Yellow Gold,"Paspaley mother-of-pearl bracelet set in 18kt yellow gold, with 387 white diamonds (1.90ct).","Effortlessly elegant, this contemporary design is inspired by the water and is perfect for special occasions. Make each day extra special with the combination of diamonds and mother-of-pearl.

    	
		Paspaley mother-of-pearl bracelet set in 18kt yellow gold, with 387 white diamonds (1.90ct).",In stock,SKU    W17B03Y,"AUD 14,800.00"
pearl-bracelets-megisti-bracelet-white-gold,MEGISTI BRACELET - WHITE GOLD,"Paspaley Megisti bracelet featuring mother-of-pearl with 52 white diamonds (0.30ct), set in 18kt white gold.","The Megisti Chain Bracelet can be worn on its own or paired with your favourite Paspaley strand bracelet. It features Paspaley mother-of-pearl with diamonds on a delicate white gold chain.

    	
		Paspaley Megisti bracelet featuring mother-of-pearl with 52 white diamonds (0.30ct), set in 18kt white gold.",In stock,SKU    A19B02W,"AUD 5,980.00"
pearl-bracelets-megisti-bracelet-yellow-gold,MEGISTI BRACELET - YELLOW GOLD,"Paspaley Megisti bracelet featuring mother-of-pearl with 52 white diamonds (0.30ct), set in 18kt yellow gold.","The Megisti Chain Bracelet can be worn on its own or paired with your favourite Paspaley strand bracelet. It features Paspaley mother-of-pearl with diamonds on a delicate yellow gold chain.

    	
		Paspaley Megisti bracelet featuring mother-of-pearl with 52 white diamonds (0.30ct), set in 18kt yellow gold.",In stock,SKU    A19B02Y,"AUD 5,980.00"
pearl-bracelets-megisti-lapis-bracelet,MEGISTI LAPIS BRACELET,Paspaley Megisti bracelet featuring mother-of-pearl and lapis set in 18k yellow gold with 195 white diamonds (0.55ct).,"The Megisti bracelet is in constant motion, mimicking the changing colours of the landscape it is inspired by. Showcasing innovation and versatility, this bracelet features Paspaley mother-of-pearl on one side and lapis lazuli on the other.

    	
		Paspaley Megisti bracelet featuring mother-of-pearl and lapis set in 18k yellow gold with 195 white diamonds (0.55ct).",In stock,SKU    A19B13Y,"AUD 16,800.00"
pearl-bracelets-megisti-pink-opal-bracelet,MEGISTI PINK OPAL BRACELET,Paspaley Megisti bracelet featuring mother-of-pearl and pink opal set in 18k yellow gold with 195 white diamonds (0.55ct).,"The Megisti bracelet is in constant motion, mimicking the changing colours of the landscape it is inspired by. Showcasing innovation and versatility, this bracelet features Paspaley mother-of-pearl on one side and pink opal on the other.

    	
		Paspaley Megisti bracelet featuring mother-of-pearl and pink opal set in 18k yellow gold with 195 white diamonds (0.55ct).",In stock,SKU    A19B33Y,"AUD 16,800.00"
pearl-bracelets-megisti-rockfall-bracelet-yellow-gold,MEGISTI ROCKFALL BRACELET - YELLOW GOLD,"Paspaley Megisti bracelet featuring Paspaley pearls and mother-of-pearl, set in 18kt yellow gold.","Mimicking the cascading waterfalls of the Kimberley region, the Megisti Rockfall Bracelet showcases exceptional Paspaley pearls alongside mother-of-pearl.

    	
		Paspaley Megisti bracelet featuring Paspaley pearls and mother-of-pearl, set in 18kt yellow gold.",Out of stock,SKU    A19B03YPO12,"AUD 36,800.00"
pearl-bracelets-monsoon-wildflower-cuff-yellow-gold,Monsoon Wildflower Cuff - Yellow Gold,"Paspaley Monsoon Unique Bracelet in 750 Yellow Gold with 71, 5-12mm Keshi Baroque Australian South Sea Pearls, 95 White Diamonds (3.25ct) and 456 Yellow Diamonds (8.01ct)","Evoking the floral changes as the wet season sets in, this one-of-a-kind cuff features Paspaley keshi pearls and exceptionally rare yellow diamonds that gradually increase in tone and vibrancy.

    	
		Paspaley Monsoon Unique Bracelet in 750 Yellow Gold with 71, 5-12mm Keshi Baroque Australian South Sea Pearls, 95 White Diamonds (3.25ct) and 456 Yellow Diamonds (8.01ct)",Out of stock,SKU    Y18B07YKQ12,"AUD 218,000.00"
pearl-bracelets-night-sky-silk-bracelet-circle,Night Sky Silk Bracelet - Circle,"Paspaley Bracelet in 18kt yellow gold featuring one detachable, 10-12mm Circle pearl in Night Sky silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features  a detachable circle Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley Bracelet in 18kt yellow gold featuring one detachable, 10-12mm Circle pearl in Night Sky silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B03MX10,AUD 980.00
pearl-bracelets-night-sky-silk-bracelet-semi-round,Night Sky Silk Bracelet - Semi Round,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Night Sky silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features  a detachable round Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Night Sky silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B03PS10,"AUD 2,380.00"
pearl-bracelets-ochre-silk-bracelet-circle,Ochre Silk Bracelet - Circle,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circlé pearl in Ochre silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features  a detachable circle Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circlé pearl in Ochre silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B07MX10,AUD 980.00
pearl-bracelets-ochre-silk-bracelet-semi-round,Ochre Silk Bracelet - Semi Round,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Ochre silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features  a detachable round Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Ochre silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B07PS10,"AUD 2,380.00"
pearl-bracelets-paradis-bracelet-white-gold,Paradis Bracelet - White Gold,"Paspaley bracelet featuring three, 10mm round pearls set in 18kt white gold, with 33 white diamonds (0.34ct).","Featuring three luminous Paspaley pearls, this beautiful bracelet is the perfect day to evening design.

    	
		Paspaley bracelet featuring three, 10mm round pearls set in 18kt white gold, with 33 white diamonds (0.34ct).",In stock,SKU    J07B01WPR10,"AUD 7,980.00"
pearl-bracelets-paradis-bracelet-yellow-gold,Paradis Bracelet - Yellow Gold,"Paspaley bracelet featuring three, 10mm round pearls set in 18kt yellow gold, with 33 white diamonds (0.34ct).","Featuring three luminous Paspaley pearls, this beautiful bracelet is the perfect day to evening design.

    	
		Paspaley bracelet featuring three, 10mm round pearls set in 18kt yellow gold, with 33 white diamonds (0.34ct).",In stock,SKU    J07B01YPR10,"AUD 7,980.00"
pearl-bracelets-purple-orchid-silk-bracelet-circle,Purple Orchid Silk Bracelet - Circle,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circlé pearl in Purple Orchid silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features a detachable circle Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circlé pearl in Purple Orchid silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B05MX10,AUD 980.00
pearl-bracelets-purple-orchid-silk-bracelet-semi-round,Purple Orchid Silk Bracelet - Semi Round,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Purple Orchid silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features a detachable semi-round Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Purple Orchid silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B05PS10,"AUD 2,380.00"
pearl-bracelets-rhapsody-strand-bracelet,Rhapsody Strand Bracelet,"Paspaley Rhapsody strand bracelet, 19.5cm length, featuring 17, 6-14mm circlé and keshi baroque pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.","Each Rhapsody strand is one-of-a-kind. These strand bracelets feature a myriad of beautiful pearl shapes and sizes. All Paspaley strand bracelets are unique and price is indicative of the bracelet pictured. 
For more information on other available strand bracelets visit a boutique or contact our Personal Shopper

    	
		Paspaley Rhapsody strand bracelet, 19.5cm length, featuring 17, 6-14mm circlé and keshi baroque pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.",Out of stock,SKU    SBKQ0614002,"AUD 9,180.00"
pearl-bracelets-rockpool-tanzanite-bracelet-platinum,Rockpool Tanzanite Bracelet - Platinum,"Paspaley Australian South Sea pearl  bracelet in platinum with 28, 4- 8mm Keshi Baroque pearls, four tanzanites (15.46ct), 602 white diamonds (6.83ct) and 50 amethysts (1.20ct).","This one-of-a-kind design combines exceptionally rare cultured pearls from Paspaley's collection with deep blue tanzanite and sparkling diamonds.

    	
		Paspaley Australian South Sea pearl  bracelet in platinum with 28, 4- 8mm Keshi Baroque pearls, four tanzanites (15.46ct), 602 white diamonds (6.83ct) and 50 amethysts (1.20ct).",Out of stock,SKU    X17B12PKQ08,"AUD 128,000.00"
pearl-bracelets-round-pearl-strand-bracelet,Round Pearl Strand Bracelet,"Paspaley strand bracelet, 22cm length, featuring 12mm uniform round pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.","This round strand bracelet has been expertly matched in colour, size, shape and lustre by our skilled graders and features the world’s most refined stringing technique. A unique clasp mechanism enables you to instantly personalise your look with one of Paspaley’s interchangeable clasps. 
All Paspaley strand bracelets are unique and price is indicative of the bracelet pictured. For more information on other available strand bracelets visit a boutique or contact the Personal Shopper.

    	
		Paspaley strand bracelet, 22cm length, featuring 12mm uniform round pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.",Out of stock,SKU    SBPR1212005,"AUD 23,800.00"
pearl-bracelets-sea-blue-silk-bracelet-circle,Sea Blue Silk Bracelet - Circle,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circle pearl in Sea Blue silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features a detachable semi-round Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circle pearl in Sea Blue silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B04MX10,AUD 980.00
pearl-bracelets-sea-blue-silk-bracelet-semi-round,Sea Blue Silk Bracelet - Semi Round,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Sea Blue silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features a detachable semi-round Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Sea Blue silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B04PS10,"AUD 2,380.00"
pearl-bracelets-strand-bracelet-circlé,Strand Bracelet - Circlé,"Paspaley strand bracelet, 20cm length, featuring 22, 8-10mm circlé  pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.","This circlé strand bracelet has been expertly matched in colour, size, shape and lustre by our skilled graders, and features a brilliant cut diamond set seamlessly in the end pearl - complimenting the bracelet.

    	
		Paspaley strand bracelet, 20cm length, featuring 22, 8-10mm circlé  pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.",Out of stock,SKU    SBPC0810003,"AUD 4,980.00"
pearl-bracelets-touchstone-black-diamond-bracelet-white-gold,Touchstone Black Diamond Bracelet - White Gold,"Paspaley bracelet featuring five, 11mm oval pearls set in 18kt white gold, with 100 black diamonds (0.80ct) and 12 white diamonds (0.03ct).","The perfect gift for yourself or someone special, the Touchstone black diamond bracelet features a stunning contrast between smooth Paspaley pearls and inverted black diamonds.

    	
		Paspaley bracelet featuring five, 11mm oval pearls set in 18kt white gold, with 100 black diamonds (0.80ct) and 12 white diamonds (0.03ct).",In stock,SKU    V16B02WPO11,"AUD 8,980.00"
pearl-bracelets-touchstone-pearl-bracelet-white-gold,Touchstone Pearl Bracelet - White Gold,"Paspaley bracelet featuring a 11mm button pearl set in 18kt White Gold, with 20
Blue Sapphires (0.19ct) and 12 White Diamonds (0.03ct).","The Touchstone Single Pearl Bracelet features a stunning contrast between the smooth Paspaley pearl and inverted Blue Sapphires. This bracelet can be adjusted to any wrist size using the slider. The Touchstone Collection celebrates the tropical environment where our pearls are born – the Kimberley.

    	
		Paspaley bracelet featuring a 11mm button pearl set in 18kt White Gold, with 20
Blue Sapphires (0.19ct) and 12 White Diamonds (0.03ct).",In stock,SKU    V19B08WPB11,"AUD 2,980.00"
pearl-bracelets-touchstone-ruby-bracelet-yellow-gold,Touchstone Ruby Bracelet - Yellow Gold,"Paspaley bracelet featuring five, 12mm button pearls set in 18kt yellow gold, with 100 rubies (1.00ct) and 12 white diamonds (0.02ct).","This bracelet features luminous Paspaley pearls surrounded by sparkling rubies. This contemporary design will take you effortlessly from day to night.

    	
		Paspaley bracelet featuring five, 12mm button pearls set in 18kt yellow gold, with 100 rubies (1.00ct) and 12 white diamonds (0.02ct).",In stock,SKU    V14B02YPB12,"AUD 8,980.00"
pearl-bracelets-touchstone-sapphire-bracelet-yellow-gold,Touchstone Sapphire Bracelet - Yellow Gold,"Paspaley bracelet featuring five, 10 - 12mm button pearls set in 18kt yellow gold, with 100 pink sapphires (1.09ct) and 12 white diamonds (0.02ct).","The Touchstone Sapphire Bracelet features a stunning contrast between smooth Paspaley pearls and inverted pink Sapphires.

    	
		Paspaley bracelet featuring five, 10 - 12mm button pearls set in 18kt yellow gold, with 100 pink sapphires (1.09ct) and 12 white diamonds (0.02ct).",In stock,SKU    V19B15YPB12,"AUD 8,680.00"
pearl-bracelets-wetsuit-black-silk-bracelet-circle,Wetsuit Black Silk Bracelet - Circle,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circlé pearl in Wetsuit Black silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features a detachable circle Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circlé pearl in Wetsuit Black silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B02MX10,AUD 980.00
pearl-bracelets-wetsuit-black-silk-bracelet-semi-round,Wetsuit Black Silk Bracelet - Semi Round,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Wetsuit Black silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features a detachable semi-round Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in Wetsuit Black silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    D20B02PS10,"AUD 2,380.00"
pearl-clasps-maxima-clasp-white-gold,Maxima Clasp - White Gold,"Paspaley clasp featuring mother-of-pearl set in 18kt white gold, with 102 white diamonds (0.75ct).","The Maxima clasp is the perfect accompaniment to your Paspaley pearl strand, combining iridescent mother-of-pearl and white diamonds.

    	
		Paspaley clasp featuring mother-of-pearl set in 18kt white gold, with 102 white diamonds (0.75ct).",In stock,SKU    W15L02W,"AUD 7,980.00"
pearl-clasps-maxima-clasp-yellow-gold,Maxima Clasp - Yellow Gold,Paspaley clasp featuring mother-of-pearl set in 18kt yellow gold with 24 white diamonds (0.36ct).,"The Maxima clasp is the perfect accompaniment to your Paspaley pearl strand, combining iridescent mother-of-pearl and white diamonds.

    	
		Paspaley clasp featuring mother-of-pearl set in 18kt yellow gold with 24 white diamonds (0.36ct).",In stock,SKU    W15L01Y,"AUD 5,680.00"
pearl-clasps-megisti-lapis-clasp,MEGISTI LAPIS CLASP,"Paspaley Megisti Clasp featuring a 12mm oval Paspaley pearl, set in 18kt yellow gold with lapis lazuli and 30 white diamonds (0.20ct).","The Megisti clasp is the perfect accompaniment to your Paspaley pearl strand. A luminous Pasplaey pearl is combined with hand-carved vibrant Lapis set with mother-of-pearl and white diamonds.

    	
		Paspaley Megisti Clasp featuring a 12mm oval Paspaley pearl, set in 18kt yellow gold with lapis lazuli and 30 white diamonds (0.20ct).",In stock,SKU    A19L15YPO12,"AUD 8,280.00"
pearl-clasps-monsoon-budding-flower-clasp-white-gold,Monsoon Budding Flower Clasp - White Gold,Paspaley Monsoon clasp set in 18kt white gold with 66 white diamonds (0.44ct) and 162 tsavorites (2.61ct).,"Celebrating the energy of The Kimberley’s tropical environment, this clasp incorporates rich green tsavorite gems. Each one features intricately crafted three-dimensional flower buds, to create a new look for your strand.

    	
		Paspaley Monsoon clasp set in 18kt white gold with 66 white diamonds (0.44ct) and 162 tsavorites (2.61ct).",In stock,SKU    Y18L06W,"AUD 14,800.00"
pearl-clasps-monsoon-budding-flower-clasp-yellow-gold,Monsoon Budding Flower Clasp - Yellow Gold,Paspaley Monsoon clasp set in 18kt yellow gold with 66 white diamonds and 164 yellow diamonds (2.95ct).,"Taking inspiration from the wildflowers of northern Australia's wetlands, this clasp showcases the gradual progression of bloom. Each one features intricately crafted three-dimensional flower buds, to create a new look for your strand.

    	
		Paspaley Monsoon clasp set in 18kt yellow gold with 66 white diamonds and 164 yellow diamonds (2.95ct).",Out of stock,SKU    Y18L07Y,"AUD 32,800.00"
pearl-clasps-rockpool-mother-of-pearl-clasp-white-gold,Rockpool Mother-of-Pearl Clasp - White Gold,Paspaley clasp featuring mother-of-pearl set in 18kt white gold with 218 white diamonds (1.34ct). Bracelet sold separately.,"This striking clasp features iridescent mother-of-pearl and pave diamonds. The perfect addition to your Paspaley pearl bracelet or strand.

    	
		Paspaley clasp featuring mother-of-pearl set in 18kt white gold with 218 white diamonds (1.34ct). Bracelet sold separately.",In stock,SKU    X17L11W,"AUD 11,800.00"
pearl-clasps-rockpool-mother-of-pearl-clasp-yellow-gold,Rockpool Mother-of-Pearl Clasp - Yellow Gold,Paspaley clasp featuring mother-of-pearl set in 18kt yellow gold with 218 white diamonds (1.34ct). Bracelet sold separately.,"This striking clasp features iridescent mother-of-pearl and pave diamonds. The perfect addition to your Paspaley pearl bracelet or strand.

    	
		Paspaley clasp featuring mother-of-pearl set in 18kt yellow gold with 218 white diamonds (1.34ct). Bracelet sold separately.",In stock,SKU    X17L11Y,"AUD 11,800.00"
pearl-clasps-rockpool-pave-clasp-white-gold,Rockpool Pave Clasp - White Gold,Paspaley clasp featuring 504 white diamonds (2.82ct) set in 18kt white gold.,"Featuring pave set diamonds, create a unique look for your strand with this clasp. Strand sold separately.

    	
		Paspaley clasp featuring 504 white diamonds (2.82ct) set in 18kt white gold.",In stock,SKU    X17L10W,"AUD 22,800.00"
pearl-clasps-rockpool-pave-clasp-yellow-gold,Rockpool Pave Clasp - Yellow Gold,Paspaley clasp featuring 504 white diamonds (2.82ct) set in 18kt yellow gold.,"Featuring pave set diamonds, create a unique look for your strand with this clasp. Strand sold separately.

    	
		Paspaley clasp featuring 504 white diamonds (2.82ct) set in 18kt yellow gold.",In stock,SKU    X17L10Y,"AUD 22,800.00"
pearl-clasps-touchstone-black-diamond-clasp-white-gold,Touchstone Black Diamond Clasp - White Gold,"Paspaley clasp featuring 120 black diamonds (2.40ct) set in 18kt white gold, with 14 white diamonds (0.04ct).","An elegant touch, the Touchstone black diamond clasp features sculptural inverted black diamonds.

    	
		Paspaley clasp featuring 120 black diamonds (2.40ct) set in 18kt white gold, with 14 white diamonds (0.04ct).",In stock,SKU    V16L04W,"AUD 9,680.00"
pearl-clasps-touchstone-diamond-clasp-yellow-gold,Touchstone Diamond Clasp - Yellow Gold,Paspaley clasp featuring 134 white diamonds (2.08ct) set in 18kt yellow gold.,"The Touchstone white diamond clasp adds some more sparkle to your favourite Paspaley strand.

    	
		Paspaley clasp featuring 134 white diamonds (2.08ct) set in 18kt yellow gold.",In stock,SKU    V16L04Y,"AUD 11,800.00"
pearl-clasps-touchstone-ruby-clasp-yellow-gold,Touchstone Ruby Clasp - Yellow Gold,"Paspaley clasp featuring 120 rubies (2.59ct) set in 18kt yellow gold, with 14 white diamonds (0.04ct).","This clasp is radiant with pave set rubies, perfect for adding a personal touch to your prize strand of pearls.

    	
		Paspaley clasp featuring 120 rubies (2.59ct) set in 18kt yellow gold, with 14 white diamonds (0.04ct).",In stock,SKU    V14L04Y,"AUD 9,680.00"
pearl-clasps-touchstone-sapphire-clasp-white-gold,Touchstone Sapphire Clasp - White Gold,Paspaley clasp featuring 130 blue sapphires (2.84ct) set in 18kt white gold.,"An elegant touch, the Touchstone Sapphire clasp features sculptural inverted blue Sapphires.

    	
		Paspaley clasp featuring 130 blue sapphires (2.84ct) set in 18kt white gold.",In stock,SKU    V19L08W,"AUD 9,680.00"
pearl-clasps-touchstone-sapphire-clasp-yellow-gold,Touchstone Sapphire Clasp - Yellow Gold,Paspaley clasp featuring 130 pink sapphires (2.84ct) set in 18kt yellow gold.,"An elegant touch, the Touchstone Sapphire Clasp features sculptural inverted pink Sapphires.

    	
		Paspaley clasp featuring 130 pink sapphires (2.84ct) set in 18kt yellow gold.",In stock,SKU    V19L14Y,"AUD 9,680.00"
pearl-earrings-boronia-earrings,Boronia Earrings,"Paspaley Boronia earrings featuring two, 9mm oval Australian South Sea pearls set in 18kt white and yellow gold, with 370 white diamonds (4.20ct).","This unique design is the marriage of white gold and yellow gold with sparkling white diamonds. The yellow gold offers a unique detail between each diamond petal surrounding a beautiful pearl within.

    	
		Paspaley Boronia earrings featuring two, 9mm oval Australian South Sea pearls set in 18kt white and yellow gold, with 370 white diamonds (4.20ct).",Out of stock,SKU    U17E01WPO09,"AUD 29,800.00"
pearl-earrings-button-pearl-studs-11mm,Button Pearl Studs - 11mm,"Paspaley stud earrings featuring two, 11mm button pearls set in 18kt yellow gold.","Paspaley Pearls are the rarest and most valuable in the World. The perfect pair - wear your Paspaley button-shaped pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 11mm button pearls set in 18kt yellow gold.",In stock,SKU    C00E41YPB11,"AUD 2,680.00"
pearl-earrings-dew-drop-earrings-white-gold,Dew Drop Earrings - White Gold,"Paspaley earrings featuring two, 11mm round pearls set in 18kt White Gold, with four white diamonds (0.40ct).","These drop earrings feature luminous round pearls, playfully floating on a fine chain of white gold.

    	
		Paspaley earrings featuring two, 11mm round pearls set in 18kt White Gold, with four white diamonds (0.40ct).",In stock,SKU    K08E08WPR11,"AUD 7,280.00"
pearl-earrings-dew-drop-earrings-yellow-gold,Dew Drop Earrings - Yellow Gold,"Paspaley earrings feturing two, 11mm round pearls set in 18kt yellow gold with four white diamonds (0.40ct).","These drop earrings feature luminous round pearls, playfully floating on a fine chain of yellow gold.

    	
		Paspaley earrings feturing two, 11mm round pearls set in 18kt yellow gold with four white diamonds (0.40ct).",In stock,SKU    K08E08YPR11,"AUD 7,280.00"
